Filename,mIoU_Animals_Only
o_1034600_17_semantic.png,0.0000
o_1035273_7_semantic.png,0.0000
o_1035848_20_semantic.png,0.0863
o_1035311_12_semantic.png,0.9349
o_1035202_0_semantic.png,0.0000
o_1035148_0_semantic.png,0.0000
o_1034528_17_semantic.png,0.7024
o_1021842_12_semantic.png,0.0000
o_1035872_12_semantic.png,0.0000
o_1035156_0_semantic.png,0.0000
o_1036082_0_semantic.png,0.0469
o_1035139_7_semantic.png,0.0000
o_1035039_12_semantic.png,0.0000
o_1035084_7_semantic.png,0.2496
o_1034844_17_semantic.png,0.1680
o_1035127_7_semantic.png,0.0000
o_1027958_17_semantic.png,0.0000
o_1035970_0_semantic.png,0.0171
o_1034949_0_semantic.png,0.8055
o_1034850_20_semantic.png,0.0000
o_1034885_7_semantic.png,0.0000
o_1034947_12_semantic.png,0.0000
o_1034739_20_semantic.png,0.0000
o_1034938_7_semantic.png,0.0000
o_1035791_7_semantic.png,0.3303
o_1032207_20_semantic.png,0.0150
o_1035566_7_semantic.png,0.8296
o_1034703_12_semantic.png,0.7730
o_1035578_7_semantic.png,0.8967
o_1034883_12_semantic.png,0.0592
o_1034541_7_semantic.png,0.0082
o_1034994_20_semantic.png,0.0000
o_1035017_17_semantic.png,0.9135
o_1036098_12_semantic.png,0.0000
o_1035735_17_semantic.png,0.2051
o_1034530_0_semantic.png,0.0000
o_1034506_12_semantic.png,0.9276
o_1035337_7_semantic.png,0.0003
o_1034865_17_semantic.png,0.0000
o_1014923_7_semantic.png,0.1959
o_1035329_7_semantic.png,0.6840
o_1035018_12_semantic.png,0.2122
o_1035428_20_semantic.png,0.4897
o_1036340_7_semantic.png,0.0000
o_1034509_17_semantic.png,0.8410
o_1035700_20_semantic.png,0.0000
o_1036014_7_semantic.png,0.0113
o_1035869_20_semantic.png,0.2703
o_1035330_12_semantic.png,0.0000
o_1035997_12_semantic.png,0.0481
o_1036153_17_semantic.png,0.1923
o_1034424_17_semantic.png,0.8651
o_1036065_0_semantic.png,0.4935
o_1035063_7_semantic.png,0.0000
o_1035412_12_semantic.png,0.0017
o_1034527_12_semantic.png,0.0044
o_1036050_12_semantic.png,0.0000
o_1034430_20_semantic.png,0.9002
o_1035997_0_semantic.png,0.0642
o_1034813_0_semantic.png,0.0000
o_1034720_0_semantic.png,0.0000
o_1035834_0_semantic.png,0.6399
o_1034683_0_semantic.png,0.3547
o_1035989_0_semantic.png,0.1352
o_1035511_17_semantic.png,0.0000
o_1035036_17_semantic.png,0.0000
o_1034751_7_semantic.png,0.0000
o_1036255_12_semantic.png,0.0000
o_1034722_12_semantic.png,0.0000
o_1035776_7_semantic.png,0.1897
o_1035581_7_semantic.png,0.3846
o_1034898_20_semantic.png,0.0000
o_1034966_12_semantic.png,0.5297
o_1034718_20_semantic.png,0.1367
o_1034474_0_semantic.png,0.0000
o_1035950_17_semantic.png,0.2728
o_1035639_17_semantic.png,0.0000
o_1035671_7_semantic.png,0.0000
o_1034648_7_semantic.png,0.0333
o_1034630_12_semantic.png,0.0014
o_1034727_20_semantic.png,0.8625
o_1034959_12_semantic.png,0.1743
o_1034656_7_semantic.png,0.6090
o_1034965_7_semantic.png,0.2004
o_1034435_12_semantic.png,0.6554
o_1035600_0_semantic.png,0.3126
o_1035986_17_semantic.png,0.0751
o_1035933_0_semantic.png,0.0230
o_1034639_0_semantic.png,0.1573
o_1035321_17_semantic.png,0.0023
o_1034627_0_semantic.png,0.0000
o_1035890_0_semantic.png,0.7707
o_1036178_20_semantic.png,0.0058
o_1034518_12_semantic.png,0.9635
o_1035842_17_semantic.png,0.1522
o_1034573_0_semantic.png,0.0000
o_1036191_20_semantic.png,0.2503
o_1035498_7_semantic.png,0.0000
o_1034502_7_semantic.png,0.0000
o_1034963_20_semantic.png,0.0920
o_1036185_17_semantic.png,0.0168
o_1036259_7_semantic.png,0.0000
o_1035628_12_semantic.png,0.0000
o_1035856_20_semantic.png,0.0105
o_1035941_12_semantic.png,0.0139
o_1035241_0_semantic.png,0.0000
o_1036247_7_semantic.png,0.0000
o_1035393_7_semantic.png,0.0000
o_1036228_0_semantic.png,0.0490
o_1013546_0_semantic.png,0.3278
o_1036236_0_semantic.png,0.0549
o_1034733_17_semantic.png,0.0000
o_1035164_7_semantic.png,0.0000
o_1035500_12_semantic.png,0.0000
o_1035027_12_semantic.png,0.0000
o_1035705_12_semantic.png,0.0193
o_1034536_17_semantic.png,0.0000
o_1036041_17_semantic.png,0.9001
o_1036113_7_semantic.png,0.4044
o_1036075_7_semantic.png,0.0000
o_1035912_17_semantic.png,0.8509
o_1035073_0_semantic.png,0.0018
o_1035692_17_semantic.png,0.3419
o_1036004_0_semantic.png,0.1307
o_1034833_20_semantic.png,0.1638
o_1035159_17_semantic.png,0.0000
o_1034760_12_semantic.png,0.3671
o_1036300_20_semantic.png,0.4759
o_1034809_12_semantic.png,0.5089
o_1034677_20_semantic.png,0.6684
o_1035553_17_semantic.png,0.4663
o_1035074_17_semantic.png,0.0000
o_1035271_17_semantic.png,0.8381
o_1034565_12_semantic.png,0.2870
o_1034472_20_semantic.png,0.2437
o_1035339_0_semantic.png,0.0000
o_1036105_20_semantic.png,0.0106
o_1035284_0_semantic.png,0.0000
o_1035060_20_semantic.png,0.0000
o_1035177_12_semantic.png,0.8725
o_1035450_12_semantic.png,0.0000
o_1035089_20_semantic.png,0.0000
o_1034663_17_semantic.png,0.0000
o_1036314_17_semantic.png,0.0284
o_1036111_17_semantic.png,0.3944
o_1035591_0_semantic.png,0.8137
o_1034466_17_semantic.png,0.0000
o_1034415_0_semantic.png,0.0085
o_1035742_20_semantic.png,0.1685
o_1035265_20_semantic.png,0.8341
o_1035655_12_semantic.png,0.5322
o_1035372_12_semantic.png,0.0000
o_1035432_0_semantic.png,0.2023
o_1035791_12_semantic.png,0.2015
o_1035906_20_semantic.png,0.0271
o_1035811_12_semantic.png,0.0090
o_1034803_7_semantic.png,0.0000
o_1034730_7_semantic.png,0.0000
o_1035594_12_semantic.png,0.6328
o_1035999_7_semantic.png,0.0840
o_1034693_7_semantic.png,0.5374
o_1034827_17_semantic.png,0.2981
o_1034574_17_semantic.png,0.9115
o_1035289_12_semantic.png,0.6592
o_1035377_20_semantic.png,0.0004
o_1034512_0_semantic.png,0.9206
o_1035260_12_semantic.png,0.7407
o_1035747_12_semantic.png,0.8526
o_1035939_20_semantic.png,0.4287
o_1035172_20_semantic.png,0.0000
o_1034798_17_semantic.png,0.2053
o_1035544_7_semantic.png,0.0014
o_1035542_12_semantic.png,0.0000
o_1035065_12_semantic.png,0.0002
o_1034563_7_semantic.png,0.0000
o_1034771_17_semantic.png,0.0036
o_1035610_7_semantic.png,0.2009
o_1035148_12_semantic.png,0.0000
o_1034629_7_semantic.png,0.0014
o_1035923_7_semantic.png,0.9227
o_1035578_20_semantic.png,0.9033
o_1035591_20_semantic.png,0.8341
o_1035661_0_semantic.png,0.0000
o_1035952_0_semantic.png,0.2184
o_1035794_20_semantic.png,0.1647
o_1034975_0_semantic.png,0.1310
o_1035814_20_semantic.png,0.0158
o_1034648_20_semantic.png,0.0303
o_1035585_17_semantic.png,0.3953
o_1036228_12_semantic.png,0.1122
o_1035105_7_semantic.png,0.0000
o_1036103_0_semantic.png,0.0835
o_1035800_17_semantic.png,0.0542
o_1035769_17_semantic.png,0.1366
o_1035174_0_semantic.png,0.0000
o_1035780_17_semantic.png,0.4727
o_1035363_17_semantic.png,0.0042
o_1035383_0_semantic.png,0.0000
o_1036238_7_semantic.png,0.2809
o_1034589_20_semantic.png,0.7409
o_1036100_12_semantic.png,0.0000
o_1032590_20_semantic.png,0.0000
o_1034560_20_semantic.png,0.0045
o_1036305_12_semantic.png,0.1858
o_1034765_20_semantic.png,0.0129
o_1036249_0_semantic.png,0.0000
o_1035166_17_semantic.png,0.0000
o_1035441_17_semantic.png,0.2226
o_1035251_7_semantic.png,0.8134
o_1035922_12_semantic.png,0.2464
o_1034456_0_semantic.png,0.3829
o_1035835_20_semantic.png,0.0195
o_1034491_17_semantic.png,0.8577
o_1034478_17_semantic.png,0.6342
o_1035385_12_semantic.png,0.1277
o_1035097_20_semantic.png,0.0000
o_1035180_12_semantic.png,0.0000
o_1034427_7_semantic.png,0.0000
o_1035559_20_semantic.png,0.0000
o_1034584_7_semantic.png,0.0000
o_1034694_17_semantic.png,0.7525
o_1034439_7_semantic.png,0.8328
o_1035879_7_semantic.png,0.0000
o_1034750_17_semantic.png,0.0000
o_1034840_7_semantic.png,0.0000
o_1034839_17_semantic.png,0.1416
o_1035754_7_semantic.png,0.0003
o_1035563_12_semantic.png,0.0024
o_1035044_12_semantic.png,0.0000
o_1035153_20_semantic.png,0.0000
o_1035808_0_semantic.png,0.0048
o_1034702_0_semantic.png,0.7943
o_1035241_12_semantic.png,0.0002
o_1034831_0_semantic.png,0.0486
o_1035671_20_semantic.png,0.0000
o_1034555_17_semantic.png,0.1249
o_1035698_0_semantic.png,0.0256
o_1035816_0_semantic.png,0.0421
o_1035698_20_semantic.png,0.0206
o_1035147_17_semantic.png,0.0000
o_1034744_20_semantic.png,0.0000
o_1036059_0_semantic.png,0.2150
o_1036233_20_semantic.png,0.0000
o_1035030_0_semantic.png,0.0442
o_1034541_20_semantic.png,0.0002
o_1034456_12_semantic.png,0.8227
o_1035665_17_semantic.png,0.8077
o_1035342_17_semantic.png,0.0000
o_1035286_17_semantic.png,0.0000
o_1034592_12_semantic.png,0.0090
o_1034797_12_semantic.png,0.0000
o_1035315_7_semantic.png,0.0000
o_1035083_17_semantic.png,0.0000
o_1036209_12_semantic.png,0.8837
o_1034669_20_semantic.png,0.8216
o_1034817_12_semantic.png,0.0000
o_1034453_20_semantic.png,0.2280
o_1036124_20_semantic.png,0.0000
o_1035094_0_semantic.png,0.3008
o_1034544_12_semantic.png,0.9072
o_1036033_12_semantic.png,0.0056
o_1035250_17_semantic.png,0.3748
o_1035777_17_semantic.png,0.0902
o_1035158_7_semantic.png,0.0000
o_1035572_17_semantic.png,0.8233
o_1035055_17_semantic.png,0.0000
o_1036140_0_semantic.png,0.0000
o_1035146_7_semantic.png,0.0000
o_1034828_12_semantic.png,0.0000
o_1034656_20_semantic.png,0.1351
o_1036236_12_semantic.png,0.1494
o_1034685_12_semantic.png,0.3607
o_1035178_17_semantic.png,0.0000
o_1036214_0_semantic.png,0.0000
o_1034905_12_semantic.png,0.4403
o_1036009_20_semantic.png,0.0000
o_1036265_7_semantic.png,0.1943
o_1034597_20_semantic.png,0.0000
o_1035933_17_semantic.png,0.0969
o_1035263_0_semantic.png,0.7631
o_1035185_20_semantic.png,0.0000
o_1035092_12_semantic.png,0.6299
o_1034520_7_semantic.png,0.0000
o_1034786_17_semantic.png,0.5417
o_1034583_17_semantic.png,0.6893
o_1035927_20_semantic.png,0.3852
o_1035759_12_semantic.png,0.4337
o_1035576_0_semantic.png,0.0682
o_1035380_20_semantic.png,0.5650
o_1034551_0_semantic.png,0.0000
o_1035911_0_semantic.png,0.2021
o_1035674_12_semantic.png,0.0000
o_1035353_12_semantic.png,0.0000
o_1035622_0_semantic.png,0.0000
o_1035763_20_semantic.png,0.7762
o_1035244_20_semantic.png,0.1167
o_1034936_0_semantic.png,0.0000
o_1035781_0_semantic.png,0.1189
o_1035960_7_semantic.png,0.1439
o_1035498_12_semantic.png,0.0000
o_1034642_17_semantic.png,0.0000
o_1034959_7_semantic.png,0.0000
o_1034947_7_semantic.png,0.0000
o_1035156_12_semantic.png,0.0000
o_1035566_20_semantic.png,0.8042
o_1034505_7_semantic.png,0.0000
o_1034708_20_semantic.png,0.0000
o_1034574_0_semantic.png,0.8264
o_1036184_12_semantic.png,0.0606
o_1035553_0_semantic.png,0.0079
o_1035940_17_semantic.png,0.0000
o_1034913_0_semantic.png,0.0000
o_1035619_0_semantic.png,0.0000
o_1035884_17_semantic.png,0.0000
o_1034420_20_semantic.png,0.7596
o_1036157_20_semantic.png,0.2818
o_1036040_12_semantic.png,0.2003
o_1035889_0_semantic.png,0.7286
o_1034783_0_semantic.png,0.0000
o_1034962_7_semantic.png,0.0516
o_1034651_7_semantic.png,0.1599
o_1035501_17_semantic.png,0.0000
o_1035026_17_semantic.png,0.0248
o_1035945_7_semantic.png,0.2314
o_1034625_20_semantic.png,0.8896
o_1035676_7_semantic.png,0.0000
o_1036245_12_semantic.png,0.0655
o_1034732_12_semantic.png,0.0000
o_1035879_20_semantic.png,0.0000
o_1035320_12_semantic.png,0.6876
o_1036143_17_semantic.png,0.1246
o_1035890_20_semantic.png,0.8253
o_1034631_17_semantic.png,0.8336
o_1035163_7_semantic.png,0.0000
o_1036346_17_semantic.png,0.0000
o_1035402_12_semantic.png,0.0039
o_1034875_17_semantic.png,0.0050
o_1035008_12_semantic.png,0.0000
o_1035843_12_semantic.png,0.0397
o_1036240_7_semantic.png,0.2067
o_1035246_0_semantic.png,0.0000
o_1035258_0_semantic.png,0.7016
o_1034519_17_semantic.png,0.7156
o_1034723_17_semantic.png,0.2435
o_1035407_20_semantic.png,0.0355
o_1035232_12_semantic.png,0.0000
o_1035325_20_semantic.png,0.4176
o_1035602_20_semantic.png,0.0907
o_1034526_17_semantic.png,0.0000
o_1035982_20_semantic.png,0.0277
o_1035015_0_semantic.png,0.0000
o_1036013_7_semantic.png,0.0000
o_1036051_17_semantic.png,0.5101
o_1035208_20_semantic.png,0.0020
o_1003876_17_semantic.png,0.0000
o_1034967_17_semantic.png,0.0063
o_1035293_7_semantic.png,0.0000
o_1035330_7_semantic.png,0.0000
o_1034508_12_semantic.png,0.0073
o_1014923_17_semantic.png,0.1854
o_1033911_7_semantic.png,0.0000
o_1036096_12_semantic.png,0.0933
o_1035852_17_semantic.png,0.3950
o_1036181_20_semantic.png,0.0182
o_1035019_17_semantic.png,0.0000
o_1035425_7_semantic.png,0.0000
o_1035586_7_semantic.png,0.6820
o_1035842_7_semantic.png,0.1572
o_1034756_7_semantic.png,0.2153
o_1034949_12_semantic.png,0.8177
o_1034737_20_semantic.png,0.4221
o_1036240_20_semantic.png,0.3435
o_1034865_7_semantic.png,0.0000
o_1035700_0_semantic.png,0.0000
o_1034684_0_semantic.png,0.2440
o_1035996_17_semantic.png,0.0272
o_1034739_0_semantic.png,0.0000
o_1036152_12_semantic.png,0.0421
o_1034425_12_semantic.png,0.2902
o_1034727_0_semantic.png,0.8257
o_1034814_0_semantic.png,0.0000
o_1036126_0_semantic.png,0.0038
o_1036138_0_semantic.png,0.1737
o_1035083_7_semantic.png,0.0000
o_1035151_0_semantic.png,0.0000
o_1018986_17_semantic.png,0.3246
o_1036157_7_semantic.png,0.2617
o_1035999_12_semantic.png,0.0297
o_1036149_7_semantic.png,0.6988
o_1035619_12_semantic.png,0.0000
o_1035970_12_semantic.png,0.2724
o_1035304_20_semantic.png,0.8508
o_1035213_12_semantic.png,0.0000
o_1035734_12_semantic.png,0.1268
o_1035531_12_semantic.png,0.0000
o_1035274_7_semantic.png,0.0000
o_1035016_12_semantic.png,0.0048
o_1036275_17_semantic.png,0.0000
o_1034702_17_semantic.png,0.7833
o_1035310_17_semantic.png,0.6262
o_1014261_17_semantic.png,0.7519
o_1036064_20_semantic.png,0.8056
o_1034494_0_semantic.png,0.7621
o_1034513_20_semantic.png,0.0000
o_1034601_12_semantic.png,0.9175
o_1034968_12_semantic.png,0.0000
o_1036261_20_semantic.png,0.0000
o_1035432_17_semantic.png,0.1861
o_1035561_7_semantic.png,0.0000
o_1034981_12_semantic.png,0.0000
o_1035796_7_semantic.png,0.0096
o_1034845_12_semantic.png,0.0000
o_1034612_7_semantic.png,0.0000
o_1035906_7_semantic.png,0.0125
o_1035788_7_semantic.png,0.2697
o_1035038_17_semantic.png,0.7983
o_1035873_17_semantic.png,0.0000
o_1034663_0_semantic.png,0.0000
o_1035969_0_semantic.png,0.0973
o_1036149_20_semantic.png,0.6830
o_1035977_0_semantic.png,0.3502
o_1034604_20_semantic.png,0.7955
o_1035520_17_semantic.png,0.6170
o_1035478_7_semantic.png,0.0000
o_1034441_7_semantic.png,0.8938
o_1036088_12_semantic.png,0.0000
o_1035202_17_semantic.png,0.0004
o_1034516_12_semantic.png,0.6761
o_1036061_12_semantic.png,0.0000
o_1036176_20_semantic.png,0.0152
o_1034430_0_semantic.png,0.8649
o_1035743_0_semantic.png,0.9242
o_1035961_17_semantic.png,0.0420
o_1035988_17_semantic.png,0.0202
o_1034764_0_semantic.png,0.0000
o_1035801_7_semantic.png,0.3552
o_1034729_20_semantic.png,0.0000
o_1035732_7_semantic.png,0.8569
o_1034838_7_semantic.png,0.0000
o_1034840_20_semantic.png,0.0000
o_1035048_0_semantic.png,0.7172
o_1034538_17_semantic.png,0.8887
o_1032207_7_semantic.png,0.0046
o_1036050_7_semantic.png,0.0000
o_1035862_12_semantic.png,0.0000
o_1035029_12_semantic.png,0.9205
o_1035039_7_semantic.png,0.0000
o_1036182_0_semantic.png,0.0169
o_1035027_7_semantic.png,0.0000
o_1034854_17_semantic.png,0.0000
o_1035013_20_semantic.png,0.0485
o_1034990_17_semantic.png,0.0000
o_1034979_17_semantic.png,0.4183
o_1022699_17_semantic.png,0.0681
o_1034610_17_semantic.png,0.9066
o_1035373_7_semantic.png,0.0000
o_1023751_20_semantic.png,0.0000
o_1034415_17_semantic.png,0.0184
o_1035626_12_semantic.png,0.0000
o_1035858_20_semantic.png,0.2259
o_1035264_0_semantic.png,0.7162
o_1036262_7_semantic.png,0.0000
o_1035831_17_semantic.png,0.0000
o_1034582_12_semantic.png,0.2380
o_1036213_0_semantic.png,0.0000
o_1034690_20_semantic.png,0.8331
o_1034679_20_semantic.png,0.4934
o_1035093_17_semantic.png,0.0000
o_1035157_17_semantic.png,0.0000
o_1035470_17_semantic.png,0.0000
o_1035141_7_semantic.png,0.0000
o_1035499_17_semantic.png,0.3213
o_1034754_20_semantic.png,0.7285
o_1034446_12_semantic.png,0.0000
o_1036026_20_semantic.png,0.1871
o_1034551_20_semantic.png,0.0000
o_1035675_17_semantic.png,0.0000
o_1035093_0_semantic.png,0.0000
o_1034829_17_semantic.png,0.0623
o_1035979_7_semantic.png,0.1446
o_1034673_7_semantic.png,0.2788
o_1034940_7_semantic.png,0.0158
o_1035143_20_semantic.png,0.0000
o_1035573_12_semantic.png,0.7856
o_1035654_7_semantic.png,0.1620
o_1035967_7_semantic.png,0.3303
o_1035054_12_semantic.png,0.8505
o_1035661_20_semantic.png,0.0000
o_1035251_12_semantic.png,0.7964
o_1035908_0_semantic.png,0.2419
o_1034931_0_semantic.png,0.1044
o_1035908_20_semantic.png,0.3775
o_1035776_12_semantic.png,0.1373
o_1034545_17_semantic.png,0.0000
o_1033911_20_semantic.png,0.0000
o_1035916_0_semantic.png,0.8318
o_1035798_0_semantic.png,0.3502
o_1036032_17_semantic.png,0.0632
o_1034481_17_semantic.png,0.5858
o_1035825_20_semantic.png,0.0000
o_1035932_12_semantic.png,0.0053
o_1035571_0_semantic.png,0.6426
o_1034548_0_semantic.png,0.0000
o_1035282_20_semantic.png,0.0000
o_1034527_7_semantic.png,0.0007
o_1035087_20_semantic.png,0.0000
o_1035500_7_semantic.png,0.0000
o_1034484_7_semantic.png,0.0000
o_1034684_17_semantic.png,0.2542
o_1035179_12_semantic.png,0.9194
o_1035549_20_semantic.png,0.0000
o_1035773_20_semantic.png,0.2675
o_1035254_20_semantic.png,0.8030
o_1035664_12_semantic.png,0.6975
o_1035811_0_semantic.png,0.0135
o_1034828_0_semantic.png,0.0000
o_1035722_0_semantic.png,0.6152
o_1036120_17_semantic.png,0.0000
o_1035681_0_semantic.png,0.0000
o_1035753_7_semantic.png,0.0634
o_1036325_17_semantic.png,0.0000
o_1035576_20_semantic.png,0.8834
o_1035146_12_semantic.png,0.0000
o_1034774_7_semantic.png,0.6026
o_1034583_7_semantic.png,0.0000
o_1035082_12_semantic.png,0.6473
o_1036208_17_semantic.png,0.8387
o_1035407_7_semantic.png,0.0000
o_1034816_17_semantic.png,0.0000
o_1034796_17_semantic.png,0.0000
o_1034420_7_semantic.png,0.7453
o_1035820_12_semantic.png,0.0481
o_1035379_20_semantic.png,0.0003
o_1035468_0_semantic.png,0.0071
o_1035287_12_semantic.png,0.0000
o_1034695_12_semantic.png,0.5352
o_1035168_17_semantic.png,0.0000
o_1036314_0_semantic.png,0.0007
o_1035312_7_semantic.png,0.7475
o_1035181_17_semantic.png,0.0000
o_1034802_20_semantic.png,0.0000
o_1035384_17_semantic.png,0.0000
o_1035923_17_semantic.png,0.9254
o_1035363_0_semantic.png,0.0026
o_1035029_0_semantic.png,0.9176
o_1036192_7_semantic.png,0.2065
o_1036134_20_semantic.png,0.0119
o_1035194_0_semantic.png,0.0020
o_1036031_7_semantic.png,0.2289
o_1035562_17_semantic.png,0.0000
o_1035058_7_semantic.png,0.5767
o_1034751_12_semantic.png,0.0000
o_1036040_0_semantic.png,0.2363
o_1034838_12_semantic.png,0.0000
o_1035046_7_semantic.png,0.0000
o_1035696_20_semantic.png,0.0063
o_1035678_0_semantic.png,0.0000
o_1035781_12_semantic.png,0.1268
o_1035801_12_semantic.png,0.3343
o_1035916_20_semantic.png,0.2694
o_1035666_0_semantic.png,0.0000
o_1034903_7_semantic.png,0.7420
o_1035887_7_semantic.png,0.8008
o_1034630_7_semantic.png,0.0000
o_1034837_17_semantic.png,0.0000
o_1035493_20_semantic.png,0.0000
o_1035584_12_semantic.png,0.7716
o_1034793_7_semantic.png,0.1020
o_1035899_7_semantic.png,0.1498
o_1034564_7_semantic.png,0.0031
o_1035557_20_semantic.png,0.0000
o_1034673_17_semantic.png,0.2823
o_1035543_7_semantic.png,0.0018
o_1034515_0_semantic.png,0.8135
o_1035752_20_semantic.png,0.2598
o_1035275_20_semantic.png,0.0000
o_1034819_12_semantic.png,0.0000
o_1035256_7_semantic.png,0.7828
o_1034770_12_semantic.png,0.7470
o_1035248_7_semantic.png,0.8672
o_1035543_17_semantic.png,0.0000
o_1035261_17_semantic.png,0.9054
o_1035746_17_semantic.png,0.3363
o_1035384_0_semantic.png,0.0000
o_1034575_12_semantic.png,0.0000
o_1036002_12_semantic.png,0.0000
o_1035288_17_semantic.png,0.0000
o_1036175_7_semantic.png,0.0661
o_1035902_17_semantic.png,0.1221
o_1035173_0_semantic.png,0.6648
o_1034823_20_semantic.png,0.0000
o_1036104_0_semantic.png,0.0811
o_1034934_12_semantic.png,0.0000
o_1036338_7_semantic.png,0.0000
o_1034599_20_semantic.png,0.0000
o_1035283_0_semantic.png,0.0000
o_1036285_7_semantic.png,0.0289
o_1035654_17_semantic.png,0.1985
o_1035373_17_semantic.png,0.0080
o_1035320_0_semantic.png,0.7473
o_1034570_20_semantic.png,0.0022
o_1034775_20_semantic.png,0.0000
o_1036202_20_semantic.png,0.7801
o_1036315_12_semantic.png,0.0892
o_1035176_17_semantic.png,0.0000
o_1034931_20_semantic.png,0.1368
o_1036238_12_semantic.png,0.2868
o_1035790_17_semantic.png,0.0844
o_1035074_0_semantic.png,0.0000
o_1034694_7_semantic.png,0.7616
o_1034729_7_semantic.png,0.0000
o_1035158_12_semantic.png,0.0000
o_1035581_20_semantic.png,0.8324
o_1034925_17_semantic.png,0.0000
o_1034737_7_semantic.png,0.8280
o_1034804_7_semantic.png,0.0000
o_1035784_20_semantic.png,0.1572
o_1034449_17_semantic.png,0.1818
o_1035693_12_semantic.png,0.8267
o_1035852_0_semantic.png,0.1382
o_1034746_0_semantic.png,0.0000
o_1034875_0_semantic.png,0.2958
o_1035804_20_semantic.png,0.7906
o_1034564_17_semantic.png,0.0067
o_1036013_17_semantic.png,0.0000
o_1035588_0_semantic.png,0.4498
o_1035929_20_semantic.png,0.0648
o_1035757_12_semantic.png,0.0684
o_1035367_20_semantic.png,0.0000
o_1035444_7_semantic.png,0.0000
o_1035445_20_semantic.png,0.0000
o_1035162_20_semantic.png,0.0000
o_1036216_17_semantic.png,0.5257
o_1034761_17_semantic.png,0.0000
o_1034808_17_semantic.png,0.0000
o_1034515_12_semantic.png,0.9100
o_1035439_0_semantic.png,0.1375
o_1035584_0_semantic.png,0.7894
o_1036175_20_semantic.png,0.0293
o_1035201_17_semantic.png,0.0000
o_1035726_17_semantic.png,0.1221
o_1035523_17_semantic.png,0.2355
o_1030759_12_semantic.png,0.0000
o_1035004_17_semantic.png,0.0000
o_1035448_7_semantic.png,0.0000
o_1034471_7_semantic.png,0.7912
o_1034710_12_semantic.png,0.0000
o_1035456_7_semantic.png,0.0000
o_1034879_12_semantic.png,0.0000
o_1034607_20_semantic.png,0.9511
o_1034816_7_semantic.png,0.0000
o_1034698_7_semantic.png,0.3511
o_1034725_7_semantic.png,0.8489
o_1035831_7_semantic.png,0.0000
o_1034686_7_semantic.png,0.3753
o_1034954_12_semantic.png,0.0000
o_1034808_7_semantic.png,0.0000
o_1035702_7_semantic.png,0.0000
o_1034843_20_semantic.png,0.0000
o_1034754_0_semantic.png,0.7187
o_1035773_0_semantic.png,0.2652
o_1034879_0_semantic.png,0.0000
o_1035962_17_semantic.png,0.2329
o_1036011_0_semantic.png,0.6399
o_1035017_7_semantic.png,0.8775
o_1036249_17_semantic.png,0.0000
o_1035976_20_semantic.png,0.0251
o_1035708_12_semantic.png,0.0088
o_1012250_20_semantic.png,0.0333
o_1035066_0_semantic.png,0.0000
o_1035078_0_semantic.png,0.3204
o_1035888_12_semantic.png,0.7840
o_1035732_20_semantic.png,0.8531
o_1036289_7_semantic.png,0.1741
o_1034416_17_semantic.png,0.0000
o_1034613_17_semantic.png,0.0622
o_1035537_20_semantic.png,0.0000
o_1035107_12_semantic.png,0.0000
o_1035864_20_semantic.png,0.4190
o_1034429_17_semantic.png,0.4008
o_1034945_17_semantic.png,0.4015
o_1034868_17_semantic.png,0.0000
o_1036276_17_semantic.png,0.0000
o_1034701_17_semantic.png,0.6840
o_1035425_20_semantic.png,0.0000
o_1035244_7_semantic.png,0.0000
o_1035015_12_semantic.png,0.0000
o_1036242_0_semantic.png,0.0000
o_1035307_20_semantic.png,0.8626
o_1035396_0_semantic.png,0.2663
o_1035949_20_semantic.png,0.2675
o_1035235_0_semantic.png,0.0000
o_1036073_17_semantic.png,0.1943
o_1036233_7_semantic.png,0.0000
o_1035551_7_semantic.png,0.1649
o_1034568_7_semantic.png,0.4492
o_1034576_7_semantic.png,0.0000
o_1036262_20_semantic.png,0.1826
o_1036067_20_semantic.png,0.8253
o_1035520_0_semantic.png,0.5724
o_1034519_0_semantic.png,0.6398
o_1034510_20_semantic.png,0.6497
o_1035313_17_semantic.png,0.9636
o_1035674_0_semantic.png,0.0000
o_1035899_17_semantic.png,0.1173
o_1035936_7_semantic.png,0.0000
o_1034622_7_semantic.png,0.0000
o_1035928_7_semantic.png,0.4467
o_1034846_12_semantic.png,0.0000
o_1034911_7_semantic.png,0.0000
o_1036258_12_semantic.png,0.1949
o_1035981_20_semantic.png,0.0243
o_1035025_0_semantic.png,0.0000
o_1034525_17_semantic.png,0.7977
o_1035896_12_semantic.png,0.1411
o_1036180_7_semantic.png,0.0456
o_1035054_7_semantic.png,0.8540
o_1035513_12_semantic.png,0.0000
o_1034720_17_semantic.png,0.0000
o_1036306_0_semantic.png,0.0002
o_1035952_12_semantic.png,0.1373
o_1036196_17_semantic.png,0.0000
o_1034970_20_semantic.png,0.0000
o_1001368_12_semantic.png,0.0014
o_1036279_12_semantic.png,0.2299
o_1034432_7_semantic.png,0.9084
o_1034619_20_semantic.png,0.8678
o_1034999_20_semantic.png,0.2738
o_1034591_7_semantic.png,0.0000
o_1035738_17_semantic.png,0.0639
o_1036182_20_semantic.png,0.0130
o_1034999_0_semantic.png,0.2185
o_1035693_0_semantic.png,0.1798
o_1034824_0_semantic.png,0.0000
o_1035730_0_semantic.png,0.0132
o_1035803_0_semantic.png,0.1042
